"","processname","processcode","startdatetime","objectname","stagecounts"
"2188","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-13,"Outlook",3
"2189","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-13,"SITS",30
"2190","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-13,"Sydney Student (Web)",21
"2191","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-13,"Utility - Collection Manipulation",13
"2192","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-13,"Utility - Environment",15
"2193","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-13,NA,348
"2194","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-14,"Blueprism.Automate.clsCredentialsActions",3
"2195","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-14,"Blueprism.Automate.clsWorkQueuesActions",4
"2196","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-14,"MS Excel VBO",4
"2197","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-14,"Outlook",1
"2198","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-14,"SITS",5
"2199","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-14,"Sydney Student (Web)",16
"2200","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-14,"Utility - Collection Manipulation",13
"2201","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-14,"Utility - Environment",3
"2202","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-14,NA,57
"2203","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-15,"Blueprism.Automate.clsCredentialsActions",3
"2204","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-15,"Blueprism.Automate.clsWorkQueuesActions",4
"2205","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-15,"MS Excel VBO",4
"2206","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-15,"Outlook",1
"2207","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-15,"SITS",5
"2208","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-15,"Sydney Student (Web)",18
"2209","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-15,"Utility - Collection Manipulation",13
"2210","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-15,"Utility - Environment",4
"2211","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-15,NA,62
"2212","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-16,"Blueprism.Automate.clsCredentialsActions",5
"2213","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-16,"Blueprism.Automate.clsWorkQueuesActions",12
"2214","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-16,"Blueprism.AutomateProcessCore.clsCollectionActions",5
"2215","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-16,"MS Excel VBO",4
"2216","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-16,"Outlook",1
"2217","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-16,"SITS",62
"2218","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-16,"Sydney Student (Web)",93
"2219","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-16,"Utility - Collection Manipulation",16
"2220","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-16,"Utility - Environment",7
"2221","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-16,"Utility - Strings",3
"2222","P24 - SAS - Faculty Services Credit Restructuring (Applicants Credit Queue Processor)v2","P24",2019-10-16,NA,180
"2223","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-26,"Blueprism.Automate.clsCredentialsActions",4
"2224","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-26,"Blueprism.Automate.clsWorkQueuesActions",7
"2225","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-26,"Blueprism.AutomateProcessCore.clsCollectionActions",3
"2226","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-26,"Sydney Student (Web)",68
"2227","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-26,"Utility - Collection Manipulation",1
"2228","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-26,"Utility - Environment",5
"2229","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-26,"Utility - Strings",2
"2230","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-26,NA,94
"2231","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-27,"Blueprism.Automate.clsCredentialsActions",3
"2232","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-27,"Blueprism.Automate.clsWorkQueuesActions",8
"2233","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-27,"MS Excel VBO",12
"2234","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-27,"Outlook",2
"2235","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-27,"Sydney Student (Web)",30
"2236","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-27,"Utility - Collection Manipulation",26
"2237","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-27,"Utility - Environment",5
"2238","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-27,NA,80
"2239","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-28,"Blueprism.Automate.clsCredentialsActions",4
"2240","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-28,"Blueprism.Automate.clsWorkQueuesActions",7
"2241","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-28,"MS Excel VBO",6
"2242","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-28,"Outlook",1
"2243","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-28,"Sydney Student (Web)",27
"2244","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-28,"Utility - Collection Manipulation",14
"2245","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-28,"Utility - Environment",5
"2246","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-28,NA,57
"2247","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-29,"Blueprism.Automate.clsCredentialsActions",3
"2248","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-29,"Blueprism.Automate.clsWorkQueuesActions",7
"2249","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-29,"MS Excel VBO",6
"2250","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-29,"Outlook",1
"2251","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-29,"Sydney Student (Web)",24
"2252","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-29,"Utility - Collection Manipulation",14
"2253","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-29,"Utility - Environment",4
"2254","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-29,NA,52
"2255","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-30,"Blueprism.Automate.clsCredentialsActions",3
"2256","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-30,"Blueprism.Automate.clsWorkQueuesActions",4
"2257","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-30,"MS Excel VBO",6
"2258","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-30,"Outlook",1
"2259","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-30,"Sydney Student (Web)",19
"2260","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-30,"Utility - Collection Manipulation",13
"2261","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-30,"Utility - Environment",4
"2262","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-09-30,NA,47
"2263","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-01,"Blueprism.Automate.clsCredentialsActions",43
"2264","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-01,"Blueprism.Automate.clsWorkQueuesActions",14
"2265","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-01,"Blueprism.AutomateProcessCore.clsCollectionActions",6
"2266","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-01,"MS Excel VBO",6
"2267","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-01,"MS Outlook Email VBO",1
"2268","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-01,"Outlook",2
"2269","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-01,"Sydney Student (Web)",232
"2270","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-01,"Utility - Collection Manipulation",14
"2271","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-01,"Utility - Environment",51
"2272","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-01,"Utility - Strings",4
"2273","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-01,NA,455
"2274","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-02,"Blueprism.Automate.clsCredentialsActions",10
"2275","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-02,"Blueprism.Automate.clsWorkQueuesActions",30
"2276","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-02,"Blueprism.AutomateProcessCore.clsCollectionActions",9
"2277","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-02,"MS Excel VBO",6
"2278","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-02,"Outlook",1
"2279","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-02,"Sydney Student (Web)",254
"2280","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-02,"Utility - Collection Manipulation",17
"2281","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-02,"Utility - Environment",16
"2282","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-02,"Utility - Strings",7
"2283","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-02,NA,390
"2284","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-03,"Blueprism.Automate.clsCredentialsActions",6
"2285","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-03,"Blueprism.Automate.clsWorkQueuesActions",11
"2286","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-03,"Blueprism.AutomateProcessCore.clsCollectionActions",3
"2287","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-03,"MS Excel VBO",6
"2288","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-03,"Outlook",1
"2289","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-03,"Sydney Student (Web)",89
"2290","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-03,"Utility - Collection Manipulation",14
"2291","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-03,"Utility - Environment",7
"2292","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-03,"Utility - Strings",2
"2293","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-03,NA,143
"2294","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-04,"Blueprism.Automate.clsCredentialsActions",4
"2295","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-04,"Blueprism.Automate.clsWorkQueuesActions",11
"2296","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-04,"Blueprism.AutomateProcessCore.clsCollectionActions",3
"2297","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-04,"MS Excel VBO",6
"2298","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-04,"Outlook",1
"2299","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-04,"Sydney Student (Web)",74
"2300","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-04,"Utility - Collection Manipulation",14
"2301","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-04,"Utility - Environment",5
"2302","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-04,"Utility - Strings",2
"2303","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-04,NA,123
"2304","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-05,"Blueprism.Automate.clsCredentialsActions",3
"2305","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-05,"Blueprism.Automate.clsWorkQueuesActions",7
"2306","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-05,"MS Excel VBO",6
"2307","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-05,"Outlook",1
"2308","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-05,"Sydney Student (Web)",28
"2309","P24 - SAS - Faculty Services Credit Restructuring (Credit Queue Processor) v2","P24",2019-10-05,"Utility - Collection Manipulation",14
